integration_step,coord0,coord1,coord2,coord3,exec_time
348,-4,9,-7,0,31098
348,-4,9,-8,1,31578
348,-4,10,-8,2,32271
348,-3,9,-8,0,43027
349,-4,9,-7,0,26225
349,-4,9,-8,0,27755
349,-4,9,-7,1,29120
349,-4,9,-8,1,30615
349,-4,10,-8,0,32753
349,-4,9,-8,2,34367
349,-4,10,-8,2,35648
349,-3,9,-8,0,41846
350,-4,9,-8,0,28274
350,-4,9,-8,1,32847
350,-4,9,-7,0,35025
350,-4,10,-8,2,35493
350,-4,9,-8,2,37242
350,-3,9,-7,0,39740
350,-3,9,-8,0,40638
350,-3,10,-8,0,40483
351,-4,10,-7,0,27192
351,-4,10,-8,0,29074
351,-4,9,-8,0,30038
351,-4,9,-8,1,33790
351,-4,9,-8,2,35012
351,-4,10,-8,2,35256
351,-3,9,-8,0,40097
351,-3,9,-8,1,44442
352,-4,9,-8,0,26801
352,-4,10,-8,0,27923
352,-4,9,-8,1,30503
352,-4,9,-8,2,37476
352,-3,9,-8,0,39263
352,-3,10,-8,0,37567
352,-3,9,-8,2,49341
352,-2,9,-8,0,54578
353,-4,9,-6,0,25306
353,-4,10,-8,0,26340
353,-4,9,-7,0,27836
353,-4,9,-8,0,31084
353,-4,9,-8,1,33983
353,-4,9,-8,2,34456
353,-3,9,-7,0,37712
353,-3,9,-8,1,41816
354,-4,9,-7,0,26059
354,-4,9,-8,0,26843
354,-4,10,-8,0,26366
354,-4,10,-8,2,31767
354,-4,9,-7,2,34691
354,-4,9,-8,2,37705
354,-3,9,-8,0,38348
354,-2,9,-8,0,53148
355,-4,9,-8,0,26621
355,-4,10,-8,0,26353
355,-4,9,-7,0,28166
355,-4,11,-8,0,29615
355,-4,9,-8,1,30694
355,-4,9,-8,2,33854
355,-3,9,-8,0,37950
355,-3,9,-8,1,43740
356,-4,9,-8,0,26791
356,-4,10,-8,0,28640
356,-4,9,-7,1,28950
356,-4,9,-7,0,29327
356,-4,9,-8,1,30616
356,-4,10,-8,1,30821
356,-4,9,-7,2,32352
356,-4,9,-8,2,34945
357,-4,9,-8,0,26697
357,-4,9,-7,0,28228
357,-4,9,-6,0,28967
357,-4,9,-8,1,32053
357,-4,10,-8,0,33669
357,-3,10,-8,0,38686
357,-3,9,-8,0,39640
357,-3,9,-8,2,53459
358,-4,10,-8,0,26088
358,-4,9,-8,0,26593
358,-4,9,-7,0,27775
358,-4,9,-7,1,30071
358,-4,9,-8,1,30251
358,-4,9,-8,2,36969
358,-3,9,-8,0,40423
358,-2,9,-8,0,52815
359,-4,9,-8,0,21646
359,-4,9,-7,1,23855
359,-4,9,-7,0,26545
359,-4,9,-8,1,28283
359,-4,9,-8,2,31026
359,-4,10,-8,0,25833
359,-4,10,-8,1,26666
359,-3,9,-8,2,46722
360,-4,9,-7,0,22363
360,-4,10,-8,0,25744
360,-4,9,-8,0,26975
360,-4,9,-8,1,29329
360,-4,9,-7,2,30792
360,-4,9,-8,2,32893
360,-3,9,-8,1,43359
360,-3,9,-8,0,45634
361,-4,10,-8,0,26263
361,-4,9,-8,0,27655
361,-4,9,-7,1,28676
361,-4,9,-8,1,32675
361,-4,9,-8,2,34070
361,-4,10,-8,1,33631
361,-3,9,-8,0,43288
361,-3,9,-8,1,43326
362,-4,10,-7,0,26589
362,-4,10,-8,0,27092
362,-4,9,-8,0,28563
362,-4,9,-8,1,31782
362,-4,10,-8,1,31644
362,-4,9,-7,2,32362
362,-4,9,-8,2,36573
362,-3,10,-8,0,37544
363,-4,10,-7,0,24657
363,-4,9,-8,0,26357
363,-4,9,-7,0,26340
363,-4,10,-8,0,26522
363,-4,10,-8,1,29979
363,-3,9,-8,0,36581
363,-3,9,-8,1,47153
363,-3,9,-8,2,47321
364,-4,9,-7,0,25509
364,-4,9,-8,0,26861
364,-4,10,-8,0,26612
364,-4,11,-8,0,27366
364,-4,9,-6,0,29230
364,-4,9,-8,1,30221
364,-3,9,-8,0,36708
364,-3,9,-7,0,37568
365,-4,9,-8,0,26389
365,-4,10,-8,0,28316
365,-4,9,-7,0,30665
365,-4,9,-8,1,31249
365,-4,10,-8,1,31104
365,-4,9,-7,2,32389
365,-4,9,-8,2,33943
365,-3,9,-8,0,40763
366,-4,9,-8,0,27113
366,-4,10,-8,0,27642
366,-4,10,-8,1,30339
366,-4,9,-8,1,32096
366,-4,9,-8,2,35801
366,-4,10,-8,2,39241
366,-3,9,-8,0,40860
366,-3,9,-8,1,44393
367,-4,10,-7,0,25544
367,-4,9,-7,0,26448
367,-4,10,-8,0,26582
367,-4,9,-8,0,27162
367,-4,9,-7,2,31345
367,-4,9,-8,2,33618
367,-3,9,-8,0,39768
367,-2,9,-8,0,52111
368,-4,10,-8,0,26320
368,-4,9,-8,0,27617
368,-4,9,-7,0,28259
368,-4,9,-8,1,32985
368,-3,9,-7,0,37095
368,-3,9,-8,0,38283
368,-3,10,-8,0,39179
368,-2,9,-8,0,53099
369,-4,9,-7,0,27229
369,-4,9,-8,0,28113
369,-4,9,-8,1,31502
369,-4,9,-7,2,32993
369,-4,10,-8,2,33491
369,-4,10,-7,2,33662
369,-4,9,-8,2,35570
369,-3,9,-8,1,44410
370,-4,9,-7,0,26970
370,-4,10,-8,0,27090
370,-4,9,-8,0,29596
370,-4,9,-8,2,34346
370,-3,9,-7,0,38357
370,-3,9,-8,0,38674
370,-3,9,-8,2,52806
370,-2,9,-8,0,53958
371,-4,9,-6,0,25551
371,-4,9,-7,0,28595
371,-4,9,-8,0,31221
371,-4,9,-8,1,31208
371,-4,10,-8,2,33381
371,-4,9,-8,2,33944
371,-3,9,-8,0,38549
371,-3,9,-8,1,44112
372,-4,11,-8,0,27366
372,-4,9,-8,0,28081
372,-4,9,-7,0,28189
372,-4,9,-8,1,30554
372,-4,10,-8,0,34614
372,-4,9,-8,2,35311
372,-3,9,-7,0,38791
372,-3,9,-8,0,39349
373,-4,9,-8,0,27533
373,-4,9,-7,0,29322
373,-4,9,-8,1,31074
373,-4,9,-7,1,35113
373,-4,9,-8,2,35421
373,-3,9,-8,0,42696
373,-3,9,-7,0,43159
373,-3,9,-8,1,45031
374,-4,9,-7,0,26761
374,-4,9,-8,0,28547
374,-4,9,-7,1,31087
374,-4,9,-8,1,31319
374,-4,10,-8,0,32474
374,-4,9,-8,2,34992
374,-3,9,-8,1,44103
374,-3,9,-8,2,50015
375,-4,10,-7,0,26612
375,-4,9,-8,0,27626
375,-4,9,-7,0,29788
375,-4,10,-8,1,31687
375,-4,9,-8,1,32465
375,-4,9,-7,2,34177
375,-4,9,-8,2,35809
375,-3,9,-8,0,38077
376,-4,9,-8,0,26629
376,-4,9,-7,0,26845
376,-4,10,-8,0,28963
376,-4,10,-8,1,30567
376,-4,9,-7,1,31218
376,-3,9,-7,0,36555
376,-3,9,-8,0,37502
376,-3,9,-8,1,43139
377,-4,9,-6,0,24824
377,-4,10,-8,0,25491
377,-4,9,-8,0,25944
377,-4,9,-7,0,26253
377,-3,10,-8,0,36217
377,-3,9,-8,0,37112
377,-3,10,-8,1,40979
377,-3,9,-8,2,53019
378,-4,9,-8,0,27083
378,-4,10,-8,0,29188
378,-4,9,-8,1,31204
378,-4,10,-8,1,31115
378,-4,9,-8,2,33985
378,-4,10,-8,2,34131
378,-3,9,-8,0,38556
378,-2,9,-8,0,51925
379,-4,9,-8,0,27022
379,-4,9,-8,1,30608
379,-4,10,-8,0,32707
379,-4,9,-8,2,35089
379,-3,9,-7,0,38956
379,-3,9,-8,0,39409
379,-3,10,-8,0,42110
379,-2,9,-8,0,51881
380,-4,9,-6,0,26728
380,-4,9,-7,0,27618
380,-4,9,-8,0,32049
380,-4,9,-7,1,33196
380,-4,9,-7,2,34272
380,-4,10,-8,0,34219
380,-4,9,-8,2,36058
380,-3,9,-8,0,39298
381,-4,9,-6,0,24610
381,-4,10,-7,0,26287
381,-4,9,-8,0,27378
381,-4,9,-7,0,28016
381,-4,10,-8,0,28003
381,-4,9,-8,1,29515
381,-4,9,-7,2,33921
381,-3,10,-8,0,39790
382,-4,9,-6,0,24782
382,-4,10,-8,0,26111
382,-4,9,-8,0,27177
382,-4,9,-7,0,27594
382,-4,9,-8,1,28904
382,-4,9,-8,2,32619
382,-4,10,-8,2,32602
382,-3,9,-8,0,42356
383,-4,9,-7,0,26010
383,-4,10,-8,0,26725
383,-4,9,-8,0,27834
383,-4,9,-8,1,29427
383,-4,9,-7,1,30344
383,-4,9,-8,2,33783
383,-4,10,-8,1,33537
383,-3,9,-8,2,48616
384,-4,9,-7,0,26387
384,-4,10,-8,0,26204
384,-4,9,-8,0,27313
384,-4,9,-7,1,29683
384,-4,9,-8,1,30913
384,-4,9,-7,2,33982
384,-4,9,-8,2,34471
384,-3,9,-8,0,37969
385,-4,9,-7,0,25789
385,-4,9,-8,0,27792
385,-4,10,-8,1,28531
385,-4,10,-8,0,29501
385,-4,9,-8,2,32681
385,-4,9,-7,2,33310
385,-4,9,-8,1,34487
385,-4,10,-8,2,32950
386,-4,9,-8,0,26569
386,-4,10,-8,0,28362
386,-4,11,-8,0,29553
386,-4,9,-8,1,30557
386,-4,10,-8,1,31880
386,-4,9,-8,2,32416
386,-3,9,-8,0,37224
386,-2,9,-8,0,50547
387,-4,9,-8,0,26261
387,-4,10,-8,0,26478
387,-4,10,-8,1,27860
387,-4,9,-8,1,30582
387,-4,9,-7,2,32652
387,-4,9,-8,2,33177
387,-3,9,-8,0,38826
387,-3,9,-8,1,40964
388,-4,10,-8,0,25638
388,-4,9,-7,0,25969
388,-4,9,-8,0,26683
388,-4,9,-8,1,28116
388,-4,9,-7,1,28273
388,-4,9,-8,2,30136
388,-4,10,-8,1,27167
388,-4,11,-8,0,24640
389,-4,9,-8,0,25277
389,-4,10,-8,0,27115
389,-4,10,-8,1,31755
389,-4,9,-8,2,33651
389,-4,9,-7,2,33780
389,-3,9,-8,0,39551
389,-3,10,-8,0,38334
389,-3,9,-8,2,49043
390,-4,10,-8,0,25392
390,-4,9,-8,0,25629
390,-4,11,-8,0,25234
390,-4,9,-7,2,31154
390,-4,9,-8,2,31859
390,-3,9,-8,0,37512
390,-3,10,-8,0,37613
390,-2,9,-8,0,51032
391,-4,9,-8,0,27284
391,-4,9,-8,1,30386
391,-4,9,-8,2,35054
391,-4,9,-7,0,35682
391,-3,9,-8,0,38195
391,-3,9,-8,1,43897
391,-3,9,-8,2,50771
391,-2,9,-8,0,51938
392,-4,9,-8,0,25251
392,-4,9,-6,0,25505
392,-4,9,-8,1,28077
392,-4,9,-7,0,30740
392,-4,9,-8,2,32755
392,-4,10,-8,2,33202
392,-3,10,-8,0,36394
392,-3,9,-8,0,36747
393,-4,10,-8,0,25174
393,-4,9,-8,0,28411
393,-4,9,-7,0,28658
393,-4,9,-8,1,29660
393,-4,9,-7,2,32806
393,-4,9,-8,2,35428
393,-3,10,-8,0,36001
393,-3,9,-8,2,50098
394,-4,9,-8,0,25148
394,-4,10,-8,0,26213
394,-4,11,-8,0,31834
394,-4,10,-8,2,32989
394,-4,9,-8,2,34100
394,-3,9,-7,0,36173
394,-3,10,-8,0,36092
394,-3,9,-8,0,39548
395,-4,9,-7,0,22938
395,-4,9,-8,0,24317
395,-4,9,-8,1,27027
395,-4,9,-7,1,26097
395,-4,9,-8,2,30340
395,-4,10,-8,0,29526
395,-4,9,-7,2,29702
395,-3,9,-8,2,48412
396,-4,10,-7,0,25021
396,-4,10,-8,0,25478
396,-4,9,-7,0,25920
396,-4,9,-8,0,27019
396,-4,9,-8,1,27715
396,-4,10,-8,1,28149
396,-4,9,-8,2,32277
396,-3,9,-8,1,41896
397,-4,9,-6,0,23463
397,-4,10,-8,0,24902
397,-4,9,-7,0,26933
397,-4,11,-8,0,24960
397,-4,9,-8,0,28687
397,-4,9,-8,1,30889
397,-4,9,-7,2,32339
397,-3,9,-8,0,34945
398,-4,10,-8,0,25484
398,-4,9,-8,0,25919
398,-4,9,-8,1,27950
398,-3,10,-8,0,35182
398,-4,9,-8,2,35780
398,-3,9,-8,0,38927
398,-3,9,-8,2,49061
398,-2,9,-8,0,49463
399,-4,10,-8,0,24865
399,-4,9,-8,0,26038
399,-4,9,-8,1,27645
399,-4,9,-7,1,28074
399,-4,10,-8,1,27961
399,-4,9,-7,0,29814
399,-4,9,-7,2,31665
399,-4,9,-8,2,34581
